uuid,name,description
b8d363d9-c612-4f0d-af39-a24dc803c8a3,Blurbs Against Buffalo,"https://www.georgeandcompany.co/products/blurbs-against-buffalo-card-game
A Buffalo, NY themed expansion.
Funded successfully on April 9, 2015 raising $3,000 with 169 backers. Released May 31, 2015. Sold in stores in the Buffalo, NY area."

uuid,edition,version,description,author,releaseDate,column
0b8b2831-9794-45ad-80d5-330b3f9b7a4c,,v1.0,,,0,0

uuid,suite,text,draw,pick,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
a4fc6eea-ad7e-4529-84a0-eab739880943,Prompt,"_______, a failure of the S.U.N.Y. education system.",0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
e565497e-bb12-4e7b-bfb9-7c5effa31f4f,Prompt,After attending Food Truck Tuesdy at Larkinville I frequently enjoy ______.,0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
7c96db34-9892-45ed-a5f9-08617553630d,Prompt,"After taking on the Buffalo School Board, Carl Paladino takes on _______.",0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
1b29ecb4-8e29-4add-9094-0fc43096d9e6,Prompt,"After the Ice Boom was removed, ______ was floating down the Niagara River.",0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
2ceed355-a5a2-40a8-a77d-3e9be30a0de9,Prompt,An abandoned grain elevator filled with ______ would be a good time.,0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
d6659510-a9eb-4d3c-8022-6caab3e1044d,Prompt,"An unexpected slowdown in traffic on the 33, obviously caused by ______.",0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
0a9d97eb-f56a-4673-8d7c-4b56c5e4824e,Prompt,"Headlining at Canalside this summer, my favorite band: ______.",0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
d3fbb2da-0692-4b2a-9b84-1012594ee401,Prompt,I am confident that ______ would finally make the Sabres good.,0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
ac772fd6-5f8e-41c5-b3c7-be5c6caa2f28,Prompt,I got blackout drunk on Chippewa and hooked up with _______.,0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
0d80704b-9a86-4414-8dfc-e9a9747b6955,Prompt,I would personally deliver a flaming bag of ______ to Bon Jovi's doorstep.,0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
0539fa5e-073b-4d98-a14d-07934d9a7f5b,Prompt,"I would rather ______ than see Tom Brady win anything. When he does win, I think about ______.",0,2,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
84f12982-c84c-429b-b270-934d17801921,Prompt,"If I opened my own brewery in Buffalo, I would call it ______.",0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
e1b69392-9b63-4350-891b-3e39da020a11,Prompt,"Most of the new activities downtown seem cool, but I absolutely refuse to try ______!",0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
2f7d64a5-ff8e-4e2a-9c05-fd3b03add37c,Prompt,Rex Ryan's tricked out Buffalo Bills pickup truck is probably filled with ______ and ______.,0,2,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
46ccabc6-02e5-465b-b36f-0e74ce467aff,Prompt,So that's why I called my night with Janet Snyder: ______.,0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
bfa010db-8ef6-499c-b268-d10f14d59ce2,Prompt,Terry Pegula usually imagines ______ to remain calm during his awkward press conferences.,0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
2f737712-d278-4f66-88a1-a65ba0e8b925,Prompt,There is no way I'm going near the Perry Projects. I might run into ______.,0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
bc0c99f1-58fc-4044-b3c6-9940d830288a,Prompt,When you put a Ted's Hotdog in a Lloyd Taco you get: ______.,0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
657de55f-c4ab-40d0-8a2a-0ec46ae4e017,Response,10 feet of snow in 2 days.,0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
b451b629-07f9-4623-a528-ac676e7c0034,Response,"A blow job from Shark Girl, with teeth.",0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
d88a9aa3-58cd-43b1-aa24-8c6171c7da44,Response,A bottle of Frank's® RedHot® Sauce emptied into the urethra.,0,0,0b8b2831-9794-45ad-80d5-330b3f9b7a4c
