uuid,name,description
3d611322-0194-475c-9cc9-1cc7baec80af,Blurbs Against Buffalo,"https://www.georgeandcompany.co/products/blurbs-against-buffalo-card-game
A Buffalo, NY themed expansion.
Funded successfully on April 9, 2015 raising $3,000 with 169 backers. Released May 31, 2015. Sold in stores in the Buffalo, NY area."

uuid,edition,version,description,author,releaseDate,column
0a016403-94aa-4fd7-b7fd-0548341c3c34,,v1.0,,,0,0

uuid,suite,text,draw,pick,0a016403-94aa-4fd7-b7fd-0548341c3c34
7d6ee598-13bb-4a4e-a657-cf8f9e7e18bf,Prompt,"_______, a failure of the S.U.N.Y. education system.",0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
08e5e97e-ec03-49a5-9d50-d61803631c53,Prompt,After attending Food Truck Tuesdy at Larkinville I frequently enjoy ______.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
f08ca410-dfab-405c-8457-e45de36f3b14,Prompt,"After taking on the Buffalo School Board, Carl Paladino takes on _______.",0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
26606a3a-31e2-4367-ac85-2a6a7871dfcf,Prompt,"After the Ice Boom was removed, ______ was floating down the Niagara River.",0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
d76b7438-6f4f-4862-ae36-b05388ab78f4,Prompt,An abandoned grain elevator filled with ______ would be a good time.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
33676305-af92-4698-b934-20495483727c,Prompt,"An unexpected slowdown in traffic on the 33, obviously caused by ______.",0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
3c5f5845-fc41-4456-b31a-4270484a4480,Prompt,"Headlining at Canalside this summer, my favorite band: ______.",0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
8ea01068-99a0-4ede-9f21-5f274eb0a767,Prompt,I am confident that ______ would finally make the Sabres good.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
979cfcc1-46e4-4e6c-b690-2330b8e5bb3c,Prompt,I got blackout drunk on Chippewa and hooked up with _______.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
0a31d989-3780-407f-9050-bb1a332d0300,Prompt,I would personally deliver a flaming bag of ______ to Bon Jovi's doorstep.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
db9a1348-1264-4720-a14f-53f7c57f2ce0,Prompt,"I would rather ______ than see Tom Brady win anything. When he does win, I think about ______.",0,2,0a016403-94aa-4fd7-b7fd-0548341c3c34
1543851b-0da9-4776-acc4-475ed82699b6,Prompt,"If I opened my own brewery in Buffalo, I would call it ______.",0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
45b3fe58-9ff6-4ab0-b78c-bbcd45b55255,Prompt,"Most of the new activities downtown seem cool, but I absolutely refuse to try ______!",0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
91f3d2a3-2095-4cc7-829a-c383b41d130e,Prompt,Rex Ryan's tricked out Buffalo Bills pickup truck is probably filled with ______ and ______.,0,2,0a016403-94aa-4fd7-b7fd-0548341c3c34
acedd6dd-692b-4e8f-8278-5e5b3aa05e68,Prompt,So that's why I called my night with Janet Snyder: ______.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
5d080796-c65f-44b6-8974-df46718f8570,Prompt,Terry Pegula usually imagines ______ to remain calm during his awkward press conferences.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
f5e4f0ba-fcbd-4334-a80b-8f8e80c94abf,Prompt,There is no way I'm going near the Perry Projects. I might run into ______.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
f0414743-e73f-41e3-8975-c04402c6589c,Prompt,When you put a Ted's Hotdog in a Lloyd Taco you get: ______.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
e1be7f3c-bb3f-4f0b-9c75-1d1638c4aadb,Response,10 feet of snow in 2 days.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
56ebe7fd-c7db-4ec3-82cf-7dddbd502272,Response,"A blow job from Shark Girl, with teeth.",0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
811c940b-c774-44f2-8428-1a82018cef33,Response,A bottle of Frank's® RedHot® Sauce emptied into the urethra.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
8d8ed392-f721-4e4d-bc23-00d6eed07e40,Response,A dirty diaper filled with Lloyd taco meat.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
2f0c566d-e1fe-4b71-9bfb-3f7d82e58dbe,Response,"A local organized band of pirates, hijacking the Ms. Buffalo.",0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
758b18e9-3fa8-455a-bf49-75b6ce39c32d,Response,A mustache ride from the ghost of Teddy Roosevelt.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
0e40528d-ce5a-4c45-9d45-50bdd9b73be5,Response,"A new TV dating show called ""Win a Date with Kim Pegula"".",0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
e94e9b1f-6eb9-41c2-9180-34e792d0ed3c,Response,A Northtowns vs. Southtowns Civil War.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
e7bf2f61-6c6a-4223-a236-f09d5befe6b9,Response,A physical altercation over a Buffalo Chicken Finger Sub.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
cae3cd27-1ca7-4a43-a3f3-11fba9473b7b,Response,A Roswell treatment gone very wrong.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
78555343-427b-435c-ac7f-246d674ac463,Response,A seriious addiction to Andersons ice cream.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
cb220282-dfda-4da7-a7a6-ef0a977913b4,Response,A sub-par Beef on Weck.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
654ecac7-6871-4489-833e-a04ea6db0a44,Response,A wall of snow that can be seen from miles away.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
292716b7-c61a-4b4e-b917-f11f589edb6d,Response,An ice bike rental at Canalside.,0,0,0a016403-94aa-4fd7-b7fd-0548341c3c34
